device_time_stamp,system_time_stamp,left_gaze_point_on_display_area,left_gaze_point_in_user_coordinate_system,left_gaze_point_validity,left_pupil_diameter,left_pupil_validity,left_gaze_origin_in_user_coordinate_system,left_gaze_origin_validity,right_gaze_point_on_display_area,right_gaze_point_in_user_coordinate_system,right_gaze_point_validity,right_pupil_diameter,right_pupil_validity,right_gaze_origin_in_user_coordinate_system,right_gaze_origin_validity,left_eye_openness_value,right_eye_openness_value
3797496663,1335860670556,"(0.10855070501565933, 0.9072726368904114)","(-217.25436401367188, 35.321205139160156, 2.2140588760375977)",1,2.959625244140625,1,"(-29.731704711914062, 73.23478698730469, 699.672607421875)",1,"(0.09046386927366257, 0.910860002040863)","(-227.29254150390625, 34.26879119873047, 1.8310248851776123)",1,2.907806396484375,1,"(30.82364273071289, 76.8623046875, 693.8019409179688)",1,9.364105224609375,8.875991821289062
3797513329,1335860687222,"(0.1111152321100235, 0.9101383686065674)","(-215.8310546875, 34.48051452636719, 1.9080735445022583)",1,2.932708740234375,1,"(-29.779632568359375, 73.2578125, 699.9385986328125)",1,"(0.08971761167049408, 0.9074407815933228)","(-227.7067108154297, 35.27186965942383, 2.196129560470581)",1,2.875244140625,1,"(30.819318771362305, 76.87078857421875, 693.8699951171875)",1,9.445205688476562,8.841537475585938
3797529996,1335860703889,"(0.10955258458852768, 0.9014315605163574)","(-216.6983184814453, 37.03474426269531, 2.837745428085327)",1,2.9661865234375,1,"(-29.815587997436523, 73.25547790527344, 699.893310546875)",1,"(0.09098908305168152, 0.9155713319778442)","(-227.00106811523438, 32.88672637939453, 1.3279569149017334)",1,2.881103515625,1,"(30.807294845581055, 76.8852310180664, 693.9119873046875)",1,9.550140380859375,9.030197143554688
3797546663,1335860720557,"(0.11747705936431885, 0.9058604836463928)","(-212.3002166748047, 35.7354621887207, 2.3648204803466797)",1,2.9837493896484375,1,"(-29.855560302734375, 73.2580795288086, 699.9721069335938)",1,"(0.08680064231157303, 0.9108478426933289)","(-229.32565307617188, 34.272396087646484, 1.8323280811309814)",1,2.8578948974609375,1,"(30.789148330688477, 76.88203430175781, 693.859130859375)",1,9.491928100585938,9.019088745117188
3797563329,1335860737223,"(0.1113574206829071, 0.8965163826942444)","(-215.69664001464844, 38.47663879394531, 3.362597703933716)",1,2.9416656494140625,1,"(-29.881458282470703, 73.22484588623047, 699.9022216796875)",1,"(0.08461800962686539, 0.9154110550880432)","(-230.53700256347656, 32.933685302734375, 1.345153570175171)",1,2.8826904296875,1,"(30.760746002197266, 76.85511779785156, 693.7423706054688)",1,9.607498168945312,9.033920288085938
3797579996,1335860753890,"(0.11555664986371994, 0.897030234336853)","(-213.36607360839844, 38.32594299316406, 3.3076813220977783)",1,2.9752044677734375,1,"(-29.913959503173828, 73.17924499511719, 699.7904663085938)",1,"(0.08775164186954498, 0.9126088619232178)","(-228.7978515625, 33.755802154541016, 1.6442919969558716)",1,2.8793792724609375,1,"(30.71174430847168, 76.80106353759766, 693.48095703125)",1,9.68402099609375,9.314727783203125
3797596663,1335860770557,"(0.11397956311702728, 0.8945617079734802)","(-214.24136352539062, 39.050106048583984, 3.5713212490081787)",1,2.979278564453125,1,"(-29.943885803222656, 73.14024353027344, 699.7061157226562)",1,"(0.09102839976549149, 0.9030661582946777)","(-226.97923278808594, 36.55522537231445, 2.6632089614868164)",1,2.899749755859375,1,"(30.670883178710938, 76.7693099975586, 693.3507080078125)",1,9.740447998046875,9.169906616210938
3797613329,1335860787223,"(0.11116652190685272, 0.8981572985649109)","(-215.80258178710938, 37.99528121948242, 3.187368392944336)",1,2.94384765625,1,"(-29.967058181762695, 73.12545013427734, 699.6634521484375)",1,"(0.08765748888254166, 0.9014191031455994)","(-228.85009765625, 37.03839874267578, 2.8390655517578125)",1,2.843292236328125,1,"(30.643596649169922, 76.77006530761719, 693.4334716796875)",1,9.507827758789062,9.1822509765625
3797629996,1335860803890,"(0.11386118829250336, 0.9022130966186523)","(-214.30703735351562, 36.80543899536133, 2.754329204559326)",1,2.96405029296875,1,"(-29.990755081176758, 73.1324691772461, 699.7828369140625)",1,"(0.08875665068626404, 0.9087821841239929)","(-228.24005126953125, 34.87835693359375, 2.0529487133026123)",1,2.852203369140625,1,"(30.626537322998047, 76.77513885498047, 693.568359375)",1,9.79071044921875,9.141983032226562
3797646664,1335860820558,"(0.10463225841522217, 0.9019860625267029)","(-219.42910766601562, 36.872066497802734, 2.7785658836364746)",1,2.91845703125,1,"(-30.002870559692383, 73.11587524414062, 699.6866455078125)",1,"(0.09279368072748184, 0.8981860876083374)","(-225.99949645996094, 37.98685836791992, 3.1842899322509766)",1,2.883819580078125,1,"(30.61761474609375, 76.78551483154297, 693.70166015625)",1,9.62774658203125,9.28363037109375
3797663331,1335860837225,"(0.11050842702388763, 0.8958946466445923)","(-216.16783142089844, 38.65906524658203, 3.4289238452911377)",1,2.953094482421875,1,"(-30.01676368713379, 73.11309814453125, 699.6717529296875)",1,"(0.08854743838310242, 0.9046338796615601)","(-228.35617065429688, 36.09529495239258, 2.4958372116088867)",1,2.8668975830078125,1,"(30.610593795776367, 76.79100036621094, 693.7296142578125)",1,9.806854248046875,9.346588134765625
3797679998,1335860853892,"(0.11093327403068542, 0.8956353068351746)","(-215.93203735351562, 38.735137939453125, 3.45664644241333)",1,2.932220458984375,1,"(-30.019296646118164, 73.11492919921875, 699.6842041015625)",1,"(0.08779687434434891, 0.9012502431869507)","(-228.7727508544922, 37.08791732788086, 2.857158660888672)",1,2.85357666015625,1,"(30.612152099609375, 76.78794860839844, 693.702392578125)",1,10.03631591796875,9.156600952148438
3797696664,1335860870559,"(0.11298473179340363, 0.9035660624504089)","(-214.79347229003906, 36.4085693359375, 2.609861135482788)",1,2.9592742919921875,1,"(-30.016399383544922, 73.11705780029297, 699.6981201171875)",1,"(0.09460944682359695, 0.9044255614280701)","(-224.9917449951172, 36.156410217285156, 2.518075942993164)",1,2.89007568359375,1,"(30.618518829345703, 76.794677734375, 693.7550048828125)",1,9.785858154296875,9.422332763671875
3797713331,1335860887226,"(0.1181488037109375, 0.9114188551902771)","(-211.9274139404297, 34.10487747192383, 1.7713847160339355)",1,2.9553375244140625,1,"(-30.008834838867188, 73.12725830078125, 699.767333984375)",1,"(0.08275797218084335, 0.9048734307289124)","(-231.56932067871094, 36.0250244140625, 2.470196485519409)",1,2.8513641357421875,1,"(30.627220153808594, 76.79009246826172, 693.6751708984375)",1,9.588485717773438,9.2763671875
3797729998,1335860903893,"(0.11299097537994385, 0.9031304717063904)","(-214.79000854492188, 36.53636169433594, 2.6563374996185303)",1,2.9513092041015625,1,"(-29.991901397705078, 73.13701629638672, 699.809814453125)",1,"(0.08241982012987137, 0.9003064036369324)","(-231.75701904296875, 37.36482620239258, 2.9579200744628906)",1,2.8330535888671875,1,"(30.641328811645508, 76.78253936767578, 693.579345703125)",1,9.86083984375,9.320693969726562
3797746664,1335860920559,"(0.16504479944705963, 0.8897400498390198)","(-185.900146484375, 40.464576721191406, 4.086126327514648)",1,2.9279632568359375,1,"(-29.736370086669922, 73.10965728759766, 699.320068359375)",1,"(0.1629866361618042, 0.9048411250114441)","(-187.0424346923828, 36.03450012207031, 2.47369647026062)",1,2.865692138671875,1,"(30.991567611694336, 76.83920288085938, 693.7078857421875)",1,9.870681762695312,9.17041015625
3797763331,1335860937226,"(0.25996842980384827, 0.8779983520507812)","(-133.21751403808594, 43.909095764160156, 5.3398518562316895)",1,2.973785400390625,1,"(-29.21908950805664, 73.30207061767578, 699.5440063476562)",1,"(0.27686917781829834, 0.8759751915931702)","(-123.83760833740234, 44.50264358520508, 5.555832386016846)",1,2.96575927734375,1,"(31.552093505859375, 76.93025207519531, 693.7060546875)",1,9.403717041015625,9.051223754882812
3797779999,1335860953894,"(0.34928736090660095, 0.8590632081031799)","(-83.64554595947266, 49.46392822265625, 7.361603260040283)",1,2.9748382568359375,1,"(-28.630077362060547, 73.27456665039062, 699.0552978515625)",1,"(0.3598141074180603, 0.8660120368003845)","(-77.8031997680664, 47.42543411254883, 6.619680881500244)",1,2.9013214111328125,1,"(32.09544372558594, 76.99607849121094, 693.5462646484375)",1,9.309494018554688,9.08935546875
3797796665,1335860970560,"(0.42755791544914246, 0.8602208495140076)","(-40.205379486083984, 49.124324798583984, 7.2380170822143555)",1,2.966888427734375,1,"(-28.12372589111328, 73.2705078125, 698.7232666015625)",1,"(0.4493259787559509, 0.8599554300308228)","(-28.124101638793945, 49.202178955078125, 7.2663421630859375)",1,2.8548583984375,1,"(32.54764938354492, 77.02864837646484, 693.5404663085938)",1,9.439773559570312,8.985992431640625
3797813332,1335860987228,"(0.44148802757263184, 0.8529787063598633)","(-32.47416305541992, 51.248870849609375, 8.011297225952148)",1,2.9669189453125,1,"(-28.004512786865234, 73.30526733398438, 698.8291625976562)",1,"(0.44960543513298035, 0.8572095632553101)","(-27.968997955322266, 50.00773239135742, 7.559516429901123)",1,2.8641204833984375,1,"(32.688995361328125, 77.04960632324219, 693.6339111328125)",1,9.475296020507812,9.288528442382812
3797829999,1335861003895,"(0.4414583444595337, 0.8545045852661133)","(-32.49065399169922, 50.801246643066406, 7.848391056060791)",1,2.94451904296875,1,"(-27.95983123779297, 73.27693176269531, 698.7252807617188)",1,"(0.45585939288139343, 0.8594703674316406)","(-24.498046875, 49.34449005126953, 7.318138122558594)",1,2.8304443359375,1,"(32.7315673828125, 76.96903991699219, 693.2427978515625)",1,9.537872314453125,9.332870483398438
3797846665,1335861020561,"(0.43999558687210083, 0.8454300761222839)","(-33.30247497558594, 53.4633674621582, 8.817276000976562)",1,2.9667205810546875,1,"(-27.898693084716797, 73.26081848144531, 698.6364135742188)",1,"(0.4482203423976898, 0.8509185314178467)","(-28.73772430419922, 51.85326385498047, 8.23127269744873)",1,2.84295654296875,1,"(32.831748962402344, 76.99815368652344, 693.5650634765625)",1,9.545074462890625,9.23492431640625
3797863332,1335861037228,"(0.4546395540237427, 0.8515482544898987)","(-25.175090789794922, 51.66852569580078, 8.164048194885254)",1,2.95257568359375,1,"(-27.871795654296875, 73.24667358398438, 698.6250610351562)",1,"(0.45353788137435913, 0.8513119220733643)","(-25.786502838134766, 51.73785400390625, 8.189273834228516)",1,2.8139495849609375,1,"(32.892372131347656, 77.00416564941406, 693.7869262695312)",1,9.6346435546875,9.215850830078125
3797879999,1335861053895,"(0.46416905522346497, 0.8523895740509033)","(-19.886188507080078, 51.421688079833984, 8.074197769165039)",1,2.9403228759765625,1,"(-27.842788696289062, 73.25396728515625, 698.5873413085938)",1,"(0.45821866393089294, 0.8535786867141724)","(-23.188669204711914, 51.0728874206543, 7.947221279144287)",1,2.8514556884765625,1,"(32.93018341064453, 76.93806457519531, 693.3287963867188)",1,9.504165649414062,9.388076782226562
3797896666,1335861070562,"(0.45606938004493713, 0.8545268177986145)","(-24.38152313232422, 50.79473876953125, 7.84600830078125)",1,2.9662933349609375,1,"(-27.78042984008789, 73.26397705078125, 698.498291015625)",1,"(0.45759832859039307, 0.8424414992332458)","(-23.532957077026367, 54.340091705322266, 9.136388778686523)",1,2.8166656494140625,1,"(33.01318359375, 76.92442321777344, 693.214111328125)",1,9.66888427734375,9.366241455078125
3797913333,1335861087229,"(0.4536656439304352, 0.8587002158164978)","(-25.715599060058594, 49.570411682128906, 7.40038537979126)",1,2.9256591796875,1,"(-27.70594024658203, 73.27256774902344, 698.3023071289062)",1,"(0.4519483745098114, 0.8489932417869568)","(-26.668676376342773, 52.41808319091797, 8.436814308166504)",1,2.837799072265625,1,"(33.0993537902832, 77.00775909423828, 693.751708984375)",1,9.771560668945312,9.5347900390625
3797930000,1335861103896,"(0.4527979791164398, 0.858856737613678)","(-26.19713020324707, 49.524478912353516, 7.383653163909912)",1,2.9282684326171875,1,"(-27.658580780029297, 73.34124755859375, 698.454345703125)",1,"(0.4539848268032074, 0.8644244074821472)","(-25.538455963134766, 47.891178131103516, 6.789210796356201)",1,2.8429412841796875,1,"(33.1371955871582, 77.02169799804688, 693.654296875)",1,9.492401123046875,9.498641967773438
3797946666,1335861120562,"(0.45940080285072327, 0.8637334704399109)","(-22.5325927734375, 48.09385299682617, 6.862925052642822)",1,2.9660491943359375,1,"(-27.632335662841797, 73.39649963378906, 698.5099487304688)",1,"(0.45582452416419983, 0.8665308356285095)","(-24.517412185668945, 47.273216247558594, 6.5642924308776855)",1,2.84075927734375,1,"(33.16542434692383, 76.97651672363281, 693.0517578125)",1,9.67413330078125,9.580780029296875
3797963333,1335861137229,"(0.4596334993839264, 0.8619776964187622)","(-22.403425216674805, 48.60894012451172, 7.050436019897461)",1,2.9109344482421875,1,"(-27.60262680053711, 73.40044403076172, 698.391357421875)",1,"(0.4520616829395294, 0.8573392629623413)","(-26.60578727722168, 49.96967315673828, 7.5456624031066895)",1,2.7902984619140625,1,"(33.26084899902344, 77.01983642578125, 693.20263671875)",1,9.664474487304688,9.409530639648438
3797980000,1335861153896,"(0.45783084630966187, 0.860942542552948)","(-23.403902053833008, 48.91259765625, 7.1609721183776855)",1,2.933807373046875,1,"(-27.532093048095703, 73.37956237792969, 698.1007080078125)",1,"(0.4526456296443939, 0.8590270280838013)","(-26.28169059753418, 49.47454833984375, 7.365490436553955)",1,2.8123931884765625,1,"(33.34889221191406, 77.08958435058594, 693.7672729492188)",1,9.673263549804688,9.478729248046875
3797996666,1335861170562,"(0.44837188720703125, 0.8369953036308289)","(-28.653629302978516, 55.93779373168945, 9.717869758605957)",1,2.9138031005859375,1,"(-27.44403839111328, 73.38919067382812, 698.054443359375)",1,"(0.4564032256603241, 0.8671160340309143)","(-24.19624137878418, 47.10154724121094, 6.501794815063477)",1,2.8526763916015625,1,"(33.373409271240234, 76.9957275390625, 693.0711669921875)",1,9.595291137695312,9.51007080078125
3798013333,1335861187230,"(0.454591304063797, 0.8542283177375793)","(-25.20185089111328, 50.88230514526367, 7.877873420715332)",1,2.9452056884765625,1,"(-27.4091739654541, 73.45877075195312, 698.3963623046875)",1,"(0.4532928168773651, 0.8617627024650574)","(-25.922523498535156, 48.6720085144043, 7.073394775390625)",1,2.806640625,1,"(33.45746612548828, 76.98388671875, 692.9428100585938)",1,9.914443969726562,9.41876220703125
3798030003,1335861203900,"(0.4614693820476532, 0.8487098217010498)","(-21.38451385498047, 52.50121307373047, 8.46706485748291)",1,2.91107177734375,1,"(-27.36524200439453, 73.48011779785156, 698.223388671875)",1,"(0.456465482711792, 0.8614293932914734)","(-24.161684036254883, 48.769775390625, 7.109016418457031)",1,2.8369903564453125,1,"(33.5587043762207, 77.07534790039062, 693.612060546875)",1,9.57269287109375,9.554000854492188
3798046669,1335861220566,"(0.46090081334114075, 0.8596522808074951)","(-21.700069427490234, 49.29109573364258, 7.298722267150879)",1,2.89776611328125,1,"(-27.302452087402344, 73.47815704345703, 697.9464111328125)",1,"(0.45712798833847046, 0.8602311611175537)","(-23.793987274169922, 49.121307373046875, 7.236926555633545)",1,2.822509765625,1,"(33.59540557861328, 77.03958892822266, 693.3804931640625)",1,9.774398803710938,9.547592163085938
3798063336,1335861237233,"(0.4775475263595581, 0.8637779951095581)","(-12.461137771606445, 48.080814361572266, 6.85821533203125)",1,2.8841094970703125,1,"(-27.15167999267578, 73.48860168457031, 698.2442626953125)",1,"(0.4751088321208954, 0.8741372227668762)","(-13.814631462097168, 45.041831970214844, 5.75206995010376)",1,2.8039398193359375,1,"(33.751197814941406, 76.97350311279297, 693.391357421875)",1,9.762802124023438,9.49151611328125
3798080003,1335861253900,"(0.48788920044898987, 0.8646419644355774)","(-6.72150182723999, 47.82734680175781, 6.765977382659912)",1,2.8710479736328125,1,"(-26.993637084960938, 73.41268157958984, 697.744384765625)",1,"(0.49062836170196533, 0.8727971911430359)","(-5.2013020515441895, 45.434906005859375, 5.895208358764648)",1,2.846832275390625,1,"(33.848934173583984, 76.92036437988281, 693.248291015625)",1,9.645095825195312,9.351852416992188
3798096669,1335861270567,"(0.4910399913787842, 0.8653571605682373)","(-4.972849369049072, 47.617515563964844, 6.68960428237915)",1,2.8863525390625,1,"(-26.966209411621094, 73.40571594238281, 697.8954467773438)",1,"(0.4837758243083954, 0.8569749593734741)","(-9.004437446594238, 50.07653045654297, 7.584599494934082)",1,2.78656005859375,1,"(33.8814697265625, 76.84608459472656, 693.0047607421875)",1,9.613311767578125,9.377838134765625
3798113336,1335861287234,"(0.49268639087677, 0.8468245267868042)","(-4.059048652648926, 53.05426788330078, 8.668413162231445)",1,2.84661865234375,1,"(-26.951156616210938, 73.42628479003906, 698.1396484375)",1,"(0.4904627203941345, 0.8572078943252563)","(-5.2931976318359375, 50.008201599121094, 7.559736251831055)",1,2.818572998046875,1,"(33.918724060058594, 76.84064483642578, 693.0284423828125)",1,9.721176147460938,9.3851318359375
3798130002,1335861303900,"(0.4901248812675476, 0.8529804944992065)","(-5.480715274810791, 51.24835968017578, 8.011122703552246)",1,2.892669677734375,1,"(-26.94664764404297, 73.4467544555664, 698.2879638671875)",1,"(0.48499172925949097, 0.8651536107063293)","(-8.329594612121582, 47.67724609375, 6.711334228515625)",1,2.8304290771484375,1,"(33.94635009765625, 76.85748291015625, 693.1582641601562)",1,9.468963623046875,9.396133422851562
3798146669,1335861320567,"(0.48795846104621887, 0.861455500125885)","(-6.683088302612305, 48.76214599609375, 7.106176376342773)",1,2.910430908203125,1,"(-26.942291259765625, 73.47046661376953, 698.31591796875)",1,"(0.4871484339237213, 0.8629078269004822)","(-7.132656097412109, 48.33607864379883, 6.951125621795654)",1,2.8621673583984375,1,"(33.963417053222656, 76.90323638916016, 693.3028564453125)",1,9.738677978515625,9.598342895507812
3798163338,1335861337236,"(0.4848412275314331, 0.8626689314842224)","(-8.413163185119629, 48.40615463256836, 6.976623058319092)",1,2.903228759765625,1,"(-26.942543029785156, 73.50173950195312, 698.3013916015625)",1,"(0.48686105012893677, 0.8714137673377991)","(-7.292150020599365, 45.840763092041016, 6.0428853034973145)",1,2.8297576904296875,1,"(33.96467971801758, 76.93383026123047, 693.341796875)",1,9.830001831054688,9.49603271484375
3798180004,1335861353902,"(0.4849626421928406, 0.8663103580474854)","(-8.345747947692871, 47.33789825439453, 6.587799072265625)",1,2.8623809814453125,1,"(-26.94915199279785, 73.5224380493164, 698.3001098632812)",1,"(0.4852316677570343, 0.871620774269104)","(-8.196443557739258, 45.78004455566406, 6.0207624435424805)",1,2.8282623291015625,1,"(33.95018005371094, 76.95022583007812, 693.2642822265625)",1,9.634414672851562,9.416900634765625
3798196671,1335861370569,"(0.4931894838809967, 0.8627621531486511)","(-3.779852867126465, 48.378814697265625, 6.966674327850342)",1,2.8813018798828125,1,"(-26.956844329833984, 73.51986694335938, 698.2176513671875)",1,"(0.48270389437675476, 0.8811094760894775)","(-9.599342346191406, 42.996437072753906, 5.007631778717041)",1,2.8726806640625,1,"(33.92897033691406, 76.94091796875, 693.1329956054688)",1,9.743621826171875,9.504806518554688
3798213338,1335861387236,"(0.49014201760292053, 0.8586072325706482)","(-5.47119665145874, 49.597694396972656, 7.410318374633789)",1,2.89208984375,1,"(-26.966445922851562, 73.50133514404297, 698.0955810546875)",1,"(0.4911629557609558, 0.8746533989906311)","(-4.904585361480713, 44.890411376953125, 5.697009086608887)",1,2.856964111328125,1,"(33.906124114990234, 76.93943786621094, 693.1358642578125)",1,9.540420532226562,9.3583984375
3798230004,1335861403902,"(0.48284950852394104, 0.860839307308197)","(-9.51854133605957, 48.942901611328125, 7.171969890594482)",1,2.94696044921875,1,"(-26.982398986816406, 73.49208068847656, 698.1083374023438)",1,"(0.488321453332901, 0.8813393115997314)","(-6.481612205505371, 42.92898941040039, 4.9831085205078125)",1,2.8451690673828125,1,"(33.88349914550781, 76.94154357910156, 693.1378784179688)",1,9.48944091796875,9.487380981445312
3798246671,1335861420570,"(0.48599478602409363, 0.8674111366271973)","(-7.7729172706604, 47.014991760253906, 6.470256805419922)",1,2.90570068359375,1,"(-26.996328353881836, 73.49534606933594, 698.0803833007812)",1,"(0.4917461574077606, 0.8709503412246704)","(-4.580907344818115, 45.976715087890625, 6.092347621917725)",1,2.83319091796875,1,"(33.86859130859375, 76.97193908691406, 693.2061767578125)",1,9.671707153320312,9.480911254882812
3798263338,1335861437237,"(0.49012529850006104, 0.8633455634117126)","(-5.480464458465576, 48.20766067504883, 6.904384136199951)",1,2.9010772705078125,1,"(-27.017684936523438, 73.50270080566406, 698.10546875)",1,"(0.48530980944633484, 0.8722981810569763)","(-8.153081893920898, 45.58131408691406, 5.948478698730469)",1,2.83660888671875,1,"(33.85649871826172, 76.99716186523438, 693.3011474609375)",1,9.470367431640625,9.310501098632812
3798280004,1335861453903,"(0.4971669018268585, 0.8619812726974487)","(-1.5723804235458374, 48.60789489746094, 7.050077438354492)",1,2.9007415771484375,1,"(-27.03992462158203, 73.51296997070312, 698.1580200195312)",1,"(0.4903441071510315, 0.8857915997505188)","(-5.359023094177246, 41.62286376953125, 4.50772762298584)",1,2.8358917236328125,1,"(33.84410095214844, 77.02342987060547, 693.4218139648438)",1,9.68682861328125,9.449539184570312
3798296672,1335861470571,"(0.4926033020019531, 0.8586264848709106)","(-4.105189800262451, 49.5920524597168, 7.408259868621826)",1,2.89984130859375,1,"(-27.06253433227539, 73.52751159667969, 698.1825561523438)",1,"(0.4901326298713684, 0.8786181211471558)","(-5.47643518447876, 43.72730255126953, 5.273708820343018)",1,2.8965301513671875,1,"(33.83220672607422, 77.05194854736328, 693.517822265625)",1,9.163497924804688,9.412567138671875
3798313339,1335861487238,"(0.4916165769100189, 0.8692488074302673)","(-4.65281867980957, 46.475887298583984, 6.2740559577941895)",1,2.9140625,1,"(-27.084001541137695, 73.54617309570312, 698.1806640625)",1,"(0.4892803132534027, 0.8785188794136047)","(-5.949465751647949, 43.75639343261719, 5.284273147583008)",1,2.8470458984375,1,"(33.826473236083984, 77.09564208984375, 693.771484375)",1,9.764511108398438,9.5584716796875
3798330005,1335861503904,"(0.5017203688621521, 0.8676131963729858)","(0.9547718167304993, 46.95570373535156, 6.448691368103027)",1,2.878997802734375,1,"(-27.115894317626953, 73.55717468261719, 698.2987060546875)",1,"(0.49485474824905396, 0.8702062964439392)","(-2.8556394577026367, 46.19498062133789, 6.171848297119141)",1,2.8114776611328125,1,"(33.82195281982422, 77.12666320800781, 693.9718627929688)",1,9.3963623046875,9.598648071289062
3798346672,1335861520571,"(0.4901551902294159, 0.869882345199585)","(-5.463910102844238, 46.290035247802734, 6.206407070159912)",1,2.8956146240234375,1,"(-27.14383316040039, 73.56805419921875, 698.4454345703125)",1,"(0.48285454511642456, 0.888053297996521)","(-9.51574420928955, 40.95938491821289, 4.266234397888184)",1,2.8275299072265625,1,"(33.816734313964844, 77.12773895263672, 693.958984375)",1,9.808624267578125,9.633560180664062
3798363339,1335861537238,"(0.4893713891506195, 0.8697404265403748)","(-5.8988871574401855, 46.33163833618164, 6.221590995788574)",1,2.8900604248046875,1,"(-27.15679168701172, 73.56713104248047, 698.4844360351562)",1,"(0.4830206036567688, 0.877958357334137)","(-9.423580169677734, 43.920833587646484, 5.34410285949707)",1,2.814697265625,1,"(33.80356216430664, 77.1200180053711, 693.8941040039062)",1,9.633224487304688,9.510330200195312
3798380005,1335861553904,"(0.4899676740169525, 0.8614133596420288)","(-5.567953109741211, 48.77447509765625, 7.110673904418945)",1,2.8963165283203125,1,"(-27.16725730895996, 73.54518127441406, 698.5107421875)",1,"(0.4889409840106964, 0.8781570792198181)","(-6.137768745422363, 43.8625373840332, 5.322915554046631)",1,2.85980224609375,1,"(33.78111267089844, 77.08903503417969, 693.7222290039062)",1,9.677291870117188,9.443939208984375
3798396672,1335861570571,"(0.4817509055137634, 0.8616565465927124)","(-10.128292083740234, 48.70315170288086, 7.084728717803955)",1,2.9358367919921875,1,"(-27.173139572143555, 73.49945068359375, 698.4703369140625)",1,"(0.48606815934181213, 0.8856805562973022)","(-7.732211112976074, 41.655452728271484, 4.519590854644775)",1,2.876617431640625,1,"(33.758670806884766, 77.04843139648438, 693.57763671875)",1,9.614883422851562,9.549362182617188
3798413339,1335861587238,"(0.491592675447464, 0.864088773727417)","(-4.666085720062256, 47.98960494995117, 6.825028419494629)",1,2.95123291015625,1,"(-27.178316116333008, 73.47982025146484, 698.4835205078125)",1,"(0.4876241981983185, 0.8774669766426086)","(-6.868574619293213, 44.06496810913086, 5.396594524383545)",1,2.8249969482421875,1,"(33.74420166015625, 77.02922058105469, 693.51220703125)",1,9.898361206054688,9.47979736328125
3798430008,1335861603907,"(0.476904958486557, 0.859136700630188)","(-12.817764282226562, 49.44236755371094, 7.353761196136475)",1,2.94989013671875,1,"(-27.180105209350586, 73.47989654541016, 698.4571533203125)",1,"(0.48840996623039246, 0.8799723386764526)","(-6.432496070861816, 43.33002471923828, 5.129059314727783)",1,2.827392578125,1,"(33.74545669555664, 77.032958984375, 693.5528564453125)",1,9.370086669921875,9.45709228515625
3798446675,1335861620574,"(0.49151718616485596, 0.8634977340698242)","(-4.707997798919678, 48.16299819946289, 6.888156890869141)",1,2.941070556640625,1,"(-27.181095123291016, 73.49436950683594, 698.4840087890625)",1,"(0.4868600368499756, 0.8839714527130127)","(-7.292701244354248, 42.156829833984375, 4.702076435089111)",1,2.853759765625,1,"(33.74665832519531, 77.04180908203125, 693.5648193359375)",1,9.523818969726562,9.607086181640625
3798463342,1335861637242,"(0.48728060722351074, 0.8604598045349121)","(-7.059288024902344, 49.054237365722656, 7.21250057220459)",1,2.9011993408203125,1,"(-27.17936897277832, 73.52086639404297, 698.511474609375)",1,"(0.4848233163356781, 0.8842803835868835)","(-8.423064231872559, 42.06621551513672, 4.669069290161133)",1,2.8279876708984375,1,"(33.76131057739258, 77.06141662597656, 693.6175537109375)",1,9.620559692382812,9.601226806640625
3798480008,1335861653908,"(0.49144303798675537, 0.8654791116714478)","(-4.749125003814697, 47.581748962402344, 6.6765971183776855)",1,2.936553955078125,1,"(-27.1734619140625, 73.55159759521484, 698.5518188476562)",1,"(0.48675382137298584, 0.8786632418632507)","(-7.351661682128906, 43.71405029296875, 5.268866539001465)",1,2.8388671875,1,"(33.77578353881836, 77.0848159790039, 693.7098999023438)",1,9.48919677734375,9.496719360351562
3798496675,1335861670576,"(0.4902658760547638, 0.8687463402748108)","(-5.402459144592285, 46.623287200927734, 6.327678203582764)",1,2.9512176513671875,1,"(-27.16446304321289, 73.55892944335938, 698.5115356445312)",1,"(0.4866653382778168, 0.8814555406570435)","(-7.400787353515625, 42.89492416381836, 4.970686435699463)",1,2.8430023193359375,1,"(33.799598693847656, 77.10604858398438, 693.8668212890625)",1,9.594558715820312,9.43719482421875
3798513342,1335861687243,"(0.49311357736587524, 0.8681448101997375)","(-3.8219997882843018, 46.799747467041016, 6.391959190368652)",1,2.9087982177734375,1,"(-27.15060043334961, 73.55518341064453, 698.431884765625)",1,"(0.4881006181240082, 0.8797547817230225)","(-6.604170799255371, 43.39385223388672, 5.15232515335083)",1,2.8293914794921875,1,"(33.815513610839844, 77.11904907226562, 693.958984375)",1,9.746124267578125,9.456451416015625
3798530008,1335861703909,"(0.4945169687271118, 0.8670663833618164)","(-3.043107509613037, 47.116111755371094, 6.507119655609131)",1,2.920562744140625,1,"(-27.13959503173828, 73.56000518798828, 698.4597778320312)",1,"(0.48720672726631165, 0.8863056302070618)","(-7.100290298461914, 41.472084045410156, 4.4528350830078125)",1,2.8025665283203125,1,"(33.82062911987305, 77.11676788330078, 693.9580688476562)",1,9.59417724609375,9.523468017578125
